Title,Price,Size,Rating,Review Count,Category,Region,ABV,Body,Sweet-Dry Scale,Style,Tasting Notes,Food Pairing
Nicolas Boiron Cotes du Rhone,17.37,750.0ml bottle,,,Rhone Blend,"Cotes du Rhone, France",,,,,,
Rocha Extra Dry White Porto,17.36,750.0ml bottle,,,Port,,,,,,,
Willamette Valley Pinot Gris,17.36,750.0ml bottle,,,Pinot Grigio,"Willamette Valley, United States",0.14,Light,Dry,,,"Shellfish, Salads & Greens"
Bottega Vinaia Pinot Grigio,17.36,750.0ml bottle,,,Pinot Grigio,"Trentino, Italy",0.13,Light,Dry,,,"Shellfish, Salads & Greens"
Pascal Jolivet Attitude Sauvignon Blanc,17.36,750.0ml bottle,,,Sauvignon Blanc,"Vin de Pays , France",0.12,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Marchesi Incisa Felice Moscato D' Asti,17.35,750.0ml bottle,,,Muscat / Moscato / Moscatel,"Piedmonte, Italy",,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,Duck & Game Bird
Collefrisio Vignaquadra Trebbiano D Abruzzo,17.35,750.0ml bottle,,,Trebbiano,"Abruzzo, Italy",,Full,,,,
Hatzimichalis Cabernet Sauvignon,17.34,750.0ml bottle,5,(1 Reviews),Cabernet Sauvignon,Greece,0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Odjfell Armador Cabernet Sauvignon 2011,17.34,750.0ml bottle,,,Cabernet Sauvignon,"Maipo Valley, Chile",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Meyer Fonne Pinot Blanc Vieilles Vignes 2015,17.34,750.0ml bottle,,,Pinot Blanc,"Alsace, France",0.12,Light,,,,
Chateau Fonseche Haut Medoc,17.34,750.0ml bottle,,,Bordeaux Blend,,0.13,,,,,
Big Max Sauvignon Blanc,17.34,750.0ml bottle,,,Sauvignon Blanc,"Napa Valley, United States",0.14,,Semi-Sweet / Off-Dry,,"Acidic, Apple, Bright, Citrus, Creamy, Crisp, Fresh, Pear","Cheese Creamy & Bloomy, Chicken, Pasta"
Domaine des Champs Fleuris Saumur Champigny ,17.30,750.0ml bottle,,,Cabernet Franc,"Loire, France",,,,,,
Carrara Pinot Grigio,17.30,750.0ml bottle,,,Pinot Grigio,"Friuli-Venezia Giulia, Italy",0.12,Light,Dry,,,"Shellfish, Salads & Greens"
Fram Swartland Shiraz,17.30,750.0ml bottle,,,Syrah / Shiraz,South Africa,0.13,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Valley Moon Chardonnay,17.29,750.0ml bottle,,,Chardonnay,"Russian River Valley, United States",0.14,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Obvious Wines N°03 Light & Lively,17.29,750.0ml bottle,,,Pinot Noir,"Central Valley Chile, Chile",0.13,,Dry,Fruity & Light,"Cherry, Dry, Light","Cheese Fresh & Soft, Chicken, Pasta, Pork"
Wild Oats Pinot Noir,17.29,750.0ml bottle,,,Pinot Noir,Australia,,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Tilenus Bierzo Red,17.29,750.0ml bottle,,,Red Blend,"Castilla y Leon, Spain",,,,,,
Peterson Winery Zero Manipulation Red,17.29,750.0ml bottle,,,Rhone Blend,"Mendocino, United States",0.13,,,,,
Peter Lehmann Layers Red,17.29,750.0ml bottle,,,Syrah / Shiraz,"South Australia, Australia",0.15,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Marques De Gelida Cava,17.25,750.0ml bottle,,,Cava,"Cava, Spain",0.12,,,,,
Charlet La Crochette,17.25,750.0ml bottle,,,Chardonnay,France,0.09,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Villa Maria Pinot Noir Private Bin,17.25,750.0ml bottle,,,Pinot Noir,"Marlborough, New Zealand",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Michel Gassier Cabernet Les Piliers,17.24,750.0ml bottle,,,Cabernet Sauvignon,,0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Dr. Konstatin Frank Gewurztraminer,17.24,750.0ml bottle,,,Gewurztraminer,,,,,,,
Francis Coppola Diamond Collection Malbec,17.24,750.0ml bottle,4,(1 Reviews),Malbec,"California, United States",0.14,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Manos Andinas Malbec,17.24,750.0ml bottle,,,Malbec,"Mendoza, Argentina",0.13,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Le Grand Courtage Blanc De Blanc,17.24,750.0ml bottle,,,Sparkling Blend,France,0.12,,,,"Citrus, Creamy, Crisp, Floral, Fruity, Honey, Melon Honeydew","Beef, Cheese Nutty & Semi-Firm, Chicken, Cured Meats, Dessert Fruit, Pork, Shellfish"
Domaine Maby Cotes du Rhone,17.24,750.0ml bottle,,,Rhone Blend,"Cotes du Rhone, France",0.14,,,,,
Kingman Marv'lous,17.24,750.0ml bottle,,,Proprietary Red Blend,"Colorado, United States",0.14,,Dry,Earthy & Spicy,"Anise, Berry, Bright, Cherry, Chocolate, Fruity, Melon Honeydew, Pepper, Smooth","Beef, Cheese Hard Aged, Dessert Chocolate & Coffee, Fruit Dried, Lamb, Mushrooms, Pork"
The Doctor's Sauvignon Blanc,17.24,750.0ml bottle,,,Sauvignon Blanc,"Marlborough, New Zealand",0.10,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Basel Cellars Sauvignon Blanc/Semillon,17.24,750.0ml bottle,,,White Blend,,,,,,,
Revolver Wine Company Mortal & Divine Chenin Blanc,17.23,750.0ml bottle,,,Chenin Blanc,"Central Valley, United States",,Light,,,,
Rubbia al Colle Rabuccolo Toscana,17.23,750.0ml bottle,,,Tuscan Blend,"Tuscany, Italy",0.13,,,,,
Ramona Ruby Grapefruit Wine Spritz,17.20,4 pack,,,Other Sparkling Wine,"New York, United States",0.08,,,,,
Chateau De Cor Bugeaud Rose,17.18,750.0ml bottle,,,Rose Wine,France,0.14,,,,,
Bersano Costalunga Barb D Asti,17.17,750.0ml bottle,,,Barbera,"Barbera d'Asti, Italy",0.14,Medium,Dry,Fruity & Light,,"Beef, Fish Meaty & Oily, Root Vegetables, Mushrooms"
S Orsola Brachetto D'acqui,17.16,750.0ml bottle,,,Sparkling Red Wine,,0.07,,,,,
Gruet Demi Sec,17.15,750.0ml bottle,4.5,(1 Reviews),Proprietary / Other Blend,"New Mexico, United States",0.12,,,,,
Fontsainte Gris De Gris Rose,17.14,750.0ml bottle,,,Rose Wine,France,0.13,,,,,
Grinders Switch River Blush,17.14,750.0ml bottle,,,Rose Wine,"Tennessee, United States",,,,,,
Saint Glinglin Sauvignon Blanc,17.14,750.0ml bottle,,,Sauvignon Blanc,France,0.12,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Franz Etz Gruner Veltliner Kamptal,17.12,1.0L bottle,,,Gruner Veltliner,"Kamptal, Austria",0.12,Light,Dry,Fruity & Crisp,,"Chicken, Shellfish, Cheese Creamy & Bloomy"
Weingut Schodl GreenGo Gruner Veltliner,17.12,750.0ml bottle,,,Gruner Veltliner,,,Light,Dry,Fruity & Crisp,,"Chicken, Shellfish, Cheese Creamy & Bloomy"
Beringer Founder's Estates Cabernet Sauvignon,17.11,1.5L bottle,4,(1 Reviews),Cabernet Sauvignon,France,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Writers Block Malbec,17.11,750.0ml bottle,,,Malbec,"North Coast, United States",,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Canella Prosecco Coneg Doc,17.11,750.0ml bottle,,,Prosecco,"Prosecco, Italy",,,,,,
Chateau Moncontour Vouvray Demisec,17.10,750.0ml bottle,,,Chenin Blanc,"Loire, France",0.12,Light,,,,
Condor Peak Reserve Cabernet Sauvignon,17.09,750.0ml bottle,,,Cabernet Sauvignon,Argentina,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Johnny Q Cabernet Sauvignon,17.09,750.0ml bottle,,,Cabernet Sauvignon,Australia,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Cono Sur Organic Chardonnay Chile,17.09,750.0ml bottle,,,Chardonnay,Chile,0.14,Full,Dry,Rich & Velvety,"Balanced, Bright, Citrus, Minerality","Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Trapiche Zaphy Org Malbec,17.09,750.0ml bottle,,,Malbec,Chile,,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Lazos Malbec,17.09,750.0ml bottle,,,Malbec,Argentina,,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Villa Teresa Organic Merlot,17.09,750.0ml bottle,4.5,(4 Reviews),Merlot,Italy,,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Livon Pinot Grigio Collio,17.09,750.0ml bottle,,,Pinot Grigio,"Friuli-Venezia Giulia, Italy",,Light,Dry,,,"Shellfish, Salads & Greens"
Monkey Bay Pinot Grigio,17.09,750.0ml bottle,,,Pinot Grigio,New Zealand,,Light,Dry,,,"Shellfish, Salads & Greens"
Wine Men of Gotham Shiraz Grenache,17.09,750.0ml bottle,,,Red Blend,Australia,,Full,Dry,Fruity & Light,,"Pork, Duck & Game Bird"
Wolf Blass Red Label Cabernet Merlot,17.09,750.0ml bottle,,,Red Blend,Australia,,Medium,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Laurent Miquel Nocturne Red,17.09,750.0ml bottle,,,Syrah / Shiraz,"Languedoc, France",,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Tierra del Sol Malbec Classico,17.08,750.0ml bottle,,,Malbec,Argentina,,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Palm Cove Moscato,17.08,750.0ml bottle,,,Muscat / Moscato / Moscatel,Australia,,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,Duck & Game Bird
Palm Cove Pink Moscato,17.08,750.0ml bottle,,,Pink Moscato,Australia,,Light,Semi-Sweet / Off-Dry,,,Duck & Game Bird
Nightstar Riesling,17.08,750.0ml bottle,5,(3 Reviews),Riesling,Germany,,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
O'Vese Sangiovese,17.08,750.0ml bottle,,,Sangiovese,Italy,,Medium,Dry,Big & Bold,,"Cured Meats, Cheese Hard Aged"
Greenhouse Sauvignon Blanc,17.08,750.0ml bottle,,,Sauvignon Blanc,Chile,,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Palm Cove Shiraz,17.08,750.0ml bottle,,,Syrah / Shiraz,Australia,,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Laurent Miquel Nocturne Rose,17.08,750.0ml bottle,,,Sparkling Rose Wine,"Languedoc, France",,,,,,
Crane Ridge Chardonnay,17.07,750.0ml bottle,,,Chardonnay,Spain,,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Giusti Carni Chardonnay,17.07,750.0ml bottle,,,Chardonnay,Italy,,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
James Wyatt Merlot,17.07,750.0ml bottle,,,Merlot,"Washington, United States",,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Fossetta Prosecco,17.06,750.0ml bottle,,,Prosecco,"Prosecco, Italy",,,,,,
"Small Gully ""Little Book"" Shiraz",17.06,750.0ml bottle,,,Syrah / Shiraz,"South Australia, Australia",,,Dry,,,
Sant'Antonio Selezione Amarone della Valpolicella,17.05,375.0ml bottle,,,Amarone,Italy,0.15,,,,,
Ryder Estate Cabernet Sauvignon,17.04,750.0ml bottle,,,Cabernet Sauvignon,"Monterey County, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Anheuser Kreuz Kahl Spat 2012,17.04,750.0ml bottle,,,Riesling,"Nahe, Germany",,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Nine Stones Shiraz Hilltops,17.04,750.0ml bottle,,,Syrah / Shiraz,Australia,0.14,Full,Dry,Earthy & Spicy,"Cherry, Chocolate, Mint, Oak, Pepper","Pork, Duck & Game Bird"
Freix Excelencia Kosher Brut Nv,17.03,750.0ml bottle,,,Cava,"Cava, Spain",0.11,,,,,
Villa Wolf Pinot Noir,17.02,750.0ml bottle,,,Pinot Noir,"Pfalz, Germany",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
James Cabernet Sauvignon,17.00,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.14,Full,Dry,Big & Bold,,"Pasta, Beef, Turkey"
Wellington Vineyards Cabernet Sauvignon,17.00,750.0ml bottle,,,Cabernet Sauvignon,"Sonoma Valley, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
La Gironda La Lippa Barbera d'Asti,17.00,750.0ml bottle,,,Barbera,,0.13,Medium,Dry,Fruity & Light,,"Beef, Fish Meaty & Oily, Root Vegetables, Mushrooms"
Poderi Elia Barbera D Alba,17.00,750.0ml bottle,,,Barbera,"Piedmonte, Italy",,Medium,Dry,Fruity & Light,,"Beef, Fish Meaty & Oily, Root Vegetables, Mushrooms"
Juve Y Camps Essential,17.00,750.0ml bottle,,,Cava,"Cava, Spain",0.12,,,,,
Sarah's Vineyard Central Coast Chardonnay,17.00,750.0ml bottle,,,Chardonnay,"Central Coast, United States",0.14,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Backsberg Kosher Chardonnay,17.00,750.0ml bottle,,,Chardonnay,South Africa,0.13,Full,Dry,Fruity & Crisp,"Balanced, Bright, Citrus, Dried Fruit, Dry, Fresh, Fruity, Grassy, Melon, Minerality, Round, Stone Fruit, Tropical Fruit","Cheese Creamy & Bloomy, Cheese Fresh & Soft, Cheese Hard Aged, Cheese Nutty & Semi-Firm, Chicken, Dessert Fruit, Duck & Game Bird, Fish Meaty & Oily, Fish White, Fruit Dried, Mushrooms, Nuts, Pasta, Root Vegetables, Salads & Greens, Turkey"
San Matteo Gavi,17.00,750.0ml bottle,,,Cortese,"Piedmonte, Italy",,,,,,
Dolin Red Vermouth,17.00,750.0ml bottle,,,Vermouth,,,,,,,
Maurin White Vermouth,17.00,750.0ml bottle,,,Vermouth,France,,,,,,
Chateau de Bern Sainte-Croix du Mont,17.00,750.0ml bottle,,,Dessert Wine,"Bordeaux, France",,Medium,Sweet,,,
Christophe Pacalet Beaujolais Nouveau,17.00,750.0ml bottle,,,Gamay,"Beaujolais, France",,Light,Dry,Fruity & Light,,
Tedeschi Soave Classico 2013,17.00,750.0ml bottle,,,Garganega,"Veneto, Italy",0.13,Light,,,,
Gini Soave Classico,17.00,750.0ml bottle,,,Garganega,"Veneto, Italy",,Light,,,,
Barbara Ohlzelt Gruner Leader,17.00,1.0L bottle,,,Gruner Veltliner,,,,,,,
Lini 910 Labrusca Lambrusco Rosso,17.00,750.0ml bottle,5,(1 Reviews),Lambrusco,"Emilia-Romagna, Italy",,,,,,
Emilio Nessun Dorma Lambrusco,17.00,750.0ml bottle,,,Lambrusco,"Emilia-Romagna, Italy",0.11,,,,,
Archer Roose Malbec,17.00,4 pack,,,Malbec,"Massachusetts, United States",0.14,Full,Dry,Big & Bold,"Red Fruit, Vanilla","Pork, Mushrooms"
La Bete Noir Malbec,17.00,750.0ml bottle,,,Malbec,"Cahors, France",,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Cantina Zaccgnini Montepulciano,17.00,750.0ml bottle,,,Montepulciano,"Abruzzo, Italy",,,,,,
Azienda Agricola 499 Moscato D'asti,17.00,750.0ml bottle,,,Muscat / Moscato / Moscatel,"Piedmonte, Italy",,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,Duck & Game Bird
Les Bourgeois Norton Red,17.00,750.0ml bottle,,,Other Red,"Missouri, United States",,,,,,
Gaspard Pinot Noir,17.00,750.0ml bottle,,,Pinot Noir,"Loire, France",,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Unique Pinot Noir,17.00,750.0ml bottle,,,Pinot Noir,United States,,Light,Dry,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Torre Zecchei Zk Prosecco,17.00,750.0ml bottle,,,Prosecco,"Prosecco, Italy",,,,,,
Luna D'or Prosecco Brut,17.00,750.0ml bottle,,,Prosecco,,0.11,,,,,
Eguren Ugarte Rioja Reserva,17.00,750.0ml bottle,,,Rioja Blend,Spain,0.14,,,,,
Renzo Masi Chianti Rufina Reserve,17.00,750.0ml bottle,,,Chianti Blend,"Tuscany, Italy",0.14,Medium,Dry,Big & Bold,,"Cured Meats, Cheese Hard Aged"
Mas Marer Montsant Red Blend,17.00,750.0ml bottle,,,Red Blend,,,,,,,
Chateau Cantillac Bordeaux,17.00,750.0ml bottle,,,Bordeaux Blend,"Bordeaux, France",0.14,,,,,
Gen del Alma JIJIJI Red,17.00,750.0ml bottle,,,Red Blend,Argentina,,,,,,
Besini Mukuzani Dry Red,17.00,750.0ml bottle,,,Red Blend,Republic of Georgia,,,,,,
Basile Commandante Maremma Toscana,17.00,750.0ml bottle,,,Red Blend,"Tuscany, Italy",,,,,,
High And Low Shoulders Of Giants Sweet Red,17.00,750.0ml bottle,,,Red Blend,"Ohio, United States",,Medium,Sweet,Sweet & Smooth,,
Bodegas Burgo Viejo Palacio del Burgo Crianza,17.00,750.0ml bottle,,,Rioja Blend,"Rioja, Spain",0.13,,,,,
Quinta Da Alorna Reserve Red,17.00,750.0ml bottle,,,Red Blend,,,,,,,
The Furst Riesling,17.00,750.0ml bottle,,,Riesling,"Alsace, France",0.12,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Rabble Rose,17.00,750.0ml bottle,,,Rose Wine,"Paso Robles, United States",0.13,,Dry,,"Acidic, Minerality, Tropical Fruit, Watermelon","Cheese Fresh & Soft, Cured Meats, Shellfish"
Gonc Cuvee Anna Rose,17.00,750.0ml bottle,,,Rose Wine,Slovenia,,,,,,
Filipa Pato '3B' Brut Rose,17.00,750.0ml bottle,,,Rose Wine,Portugal,,,,,,
Rezabal Txakoli Rose,17.00,750.0ml bottle,,,Rose Wine,Spain,0.11,,,,,
La Vignette Touraine Rose,17.00,750.0ml bottle,,,Rose Wine,,,,,,,
Charles Gonnet Savoie Rose,17.00,750.0ml bottle,,,Rose Wine,"Savoie, France",,,,,,
Ahoy Rose,17.00,4 pack,,,Rose Wine,,,,,,,
Boeger Sauvignon Blanc,17.00,750.0ml bottle,,,Sauvignon Blanc,,,,,,,
Amastuola Primitivo,17.00,750.0ml bottle,,,Zinfandel,"Puglia IGT, Italy",0.14,Medium,,,,
J. Lohr Estates Seven Oaks Cabernet Sauvignon Paso Robles CA,16.99,750.0ml bottle,4.8,(21 Reviews),Cabernet Sauvignon,"Paso Robles, United States",0.14,Full,Dry,Big & Bold,"Acidic, Berry, Chocolate, Red Fruit, Toasty","Cheese Creamy & Bloomy, Lamb, Mushrooms, Pork"
Joel Gott 815 Cabernet Sauvignon,16.99,750.0ml bottle,4.6,(26 Reviews),Cabernet Sauvignon,"North Coast, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Substance 'Cs' Columbia Valley Cabernet Sauvignon,16.99,750.0ml bottle,4.7,(6 Reviews),Cabernet Sauvignon,"Washington, United States",0.14,Full,Dry,Big & Bold,,"Duck & Game Bird, Beef"
The Federalist Lodi Cabernet Sauvignon,16.99,750.0ml bottle,5,(1 Reviews),Cabernet Sauvignon,"Lodi, United States",0.14,Full,Dry,Big & Bold,"Bold, Cherry, Currant, Jammy, Red Fruit, Smooth, Vanilla","Beef, Cheese Blue, Duck & Game Bird"
Imagery Cabernet Sauvignon,16.99,750.0ml bottle,4.8,(2 Reviews),Cabernet Sauvignon,"California, United States",0.14,Full,Dry,Big & Bold,"Dark Fruit, Pepper, Spicy, Toasty, Vanilla","Beef, Duck & Game Bird"
Carlo Rossi Cabernet Sauvignon,16.99,4.0L bottle,4.6,(4 Reviews),Cabernet Sauvignon,"Central Coast, United States",0.12,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Aviary Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.14,Full,Dry,Earthy & Spicy,"Blueberry, Dark Fruit, Earthy, Eucalyptus, Red Fruit, Velvety","Beef, Duck & Game Bird"
Pendulum Cabernet Sauvignon,16.99,750.0ml bottle,5,(2 Reviews),Cabernet Sauvignon,"Washington, United States",0.14,Full,Dry,Big & Bold,"Berry, Dark Fruit, Earthy, Leather, Spicy, Tobacco","Beef, Duck & Game Bird"
Frey Vineyards Natural Organic Cabernet Sauvignon,16.99,750.0ml bottle,5,(2 Reviews),Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Storypoint Cabernet Sauvignon,16.99,750.0ml bottle,4,(2 Reviews),Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Los Vascos Cabernet Sauvignon Grande Reserve,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Colchagua Valley, Chile",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Elderton Shiraz/Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"South Australia, Australia",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Gunsight Rock Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Paso Robles, United States",0.13,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Klinker Brick Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Lodi, United States",0.15,Full,Dry,Big & Bold,"Balanced, Berry, Cherry, Chocolate, Round, Smooth, Toasty, Vanilla","Beef, Cheese Hard Aged, Cured Meats, Duck & Game Bird, Lamb"
Paso Creek Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Paso Robles, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Block 082 Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
McPherson Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,Australia,0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
The Federalist Hamilton Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Lodi, United States",0.14,,Dry,Big & Bold,"Blueberry, Bold, Cassis, Cherry, Dark Fruit, Oak, Rich, Spicy, Vanilla","Beef, Cheese Hard Aged, Duck & Game Bird, Pork"
Casas del Bosque Gran Reserva Cabernet Sauvignon,16.99,750.0ml bottle,4,(1 Reviews),Cabernet Sauvignon,Chile,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Recanati Upper Galilee Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,Israel,0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Big Smooth Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Matchbook Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.14,Full,Dry,Big & Bold,"Balanced, Berry, Bold, Cherry, Dark Fruit, Leather, Tobacco","Beef, Duck & Game Bird"
Gravel Bar Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Washington, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Block 228 Paso Robles Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Paso Robles, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Chateau La Freynelle Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Bordeaux, France",,,,,,
Kingman Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Colorado, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Peter Lehmann Portrait Cabernet Sauvignon,16.99,750.0ml bottle,,,Port,"South Australia, Australia",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Cooper's Find Cabernet Sauvignon Alex Vineyards,16.99,750.0ml bottle,,,Cabernet Sauvignon,United States,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
High Valley Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"North Coast, United States",0.14,Full,Dry,Big & Bold,,"Duck & Game Bird, Beef"
Mercer Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Washington, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Chateau D'arvigny Haut Medoc,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Bordeaux, France",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Bosco dei Cirmioli Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,,0.12,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Line Shack Cabernet San Antonio Valley,16.99,750.0ml bottle,,,Cabernet Sauvignon,,0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Pter Lehmann Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,Australia,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Firestone Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Gamla Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Galilee, Israel",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Heartland Spice Trader,16.99,750.0ml bottle,,,Syrah / Shiraz,"South Australia, Australia",0.15,Full,Dry,Earthy & Spicy,,"Beef, Duck & Game Bird"
Layer Cake The Beast Cabernet,16.99,750.0ml bottle,,,Cabernet Sauvignon,"North Coast, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Lodi Cabernet Estate,16.99,750.0ml bottle,,,Cabernet Sauvignon,"Lodi, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Porcupine Ridge Cabernet Sauvignon,16.99,750.0ml bottle,,,Cabernet Sauvignon,United States,0.15,Full,Dry,Big & Bold,"Berry, Dark Fruit, Herbal, Tobacco, Woody","Beef, Duck & Game Bird"
